show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,total_views,unique_viewers,avg_watch_time_minutes,completion_rate,likes,shares,avg_rating_by_users,watch_sessions,stickiness_score,subscription_uplift_rate,favored_device,first_content_for_new_users_flag,peak_viewing_hour,peak_viewing_region
s466,Movie,The Great Escape 466,Jane Doe,"Actor 466, Actress 466",United States,2021-07-01,2021,PG-13,1 Season(s),Comedy,Sample description 466,90815,84137,118.8,0.65,39428,5160,1.6,77540,0.51,0.06,PC,1,6,Japan
s467,TV Show,Space Adventure 467,Li Wei,"Actor 467, Actress 467",United Kingdom,2023-09-22,2005,TV-MA,5 Season(s),Romance,Sample description 467,385911,30971,110.0,0.59,42032,6080,3.7,50071,0.2,0.23,Tablet,1,15,United States
s468,Movie,The Great Escape 468,Li Wei,"Actor 468, Actress 468",India,2023-06-11,2017,R,2 Season(s),Drama,Sample description 468,297590,51240,72.6,0.76,1719,2192,2.6,13690,0.82,0.25,Tablet,0,7,Canada
s469,Movie,Cooking Master 469,Carlos Vega,"Actor 469, Actress 469",Japan,2022-09-17,2004,TV-MA,3 Season(s),Action,Sample description 469,174792,270790,96.0,0.86,24189,3991,3.6,65212,0.11,0.14,PC,0,3,United States
s470,TV Show,The Great Escape 470,Li Wei,"Actor 470, Actress 470",Japan,2021-04-20,2006,PG-13,5 Season(s),Drama,Sample description 470,248584,107824,43.4,0.71,43832,5794,1.1,8957,0.9,0.01,Mobile,0,4,United Kingdom
s471,TV Show,Space Adventure 471,Fatima Khan,"Actor 471, Actress 471",United Kingdom,2021-10-02,2015,PG,126 min,Romance,Sample description 471,110378,120694,107.6,0.87,29192,2956,3.5,34769,0.47,0.27,Mobile,1,22,India
s472,TV Show,Cooking Master 472,John Smith,"Actor 472, Actress 472",United Kingdom,2020-10-15,2003,TV-MA,3 Season(s),Comedy,Sample description 472,358953,227147,115.3,0.81,12867,7997,4.0,50306,0.82,0.07,TV,1,16,United Kingdom
s473,TV Show,Cooking Master 473,Carlos Vega,"Actor 473, Actress 473",Japan,2020-06-07,2011,TV-14,138 min,Documentary,Sample description 473,141738,94138,103.6,0.86,40075,4393,2.4,47049,0.8,0.02,TV,1,1,India
s474,Movie,Space Adventure 474,John Smith,"Actor 474, Actress 474",United Kingdom,2021-12-23,2020,PG,62 min,Action,Sample description 474,162681,177873,106.2,0.94,26150,5289,1.2,31712,0.56,0.07,Mobile,1,11,Japan
s475,Movie,Haunted Nights 475,Jane Doe,"Actor 475, Actress 475",Japan,2020-01-15,2007,PG,133 min,Romance,Sample description 475,442860,274933,64.0,0.89,7102,3958,1.5,74072,0.17,0.04,TV,1,13,India
s476,TV Show,Wildlife Tales 476,Carlos Vega,"Actor 476, Actress 476",United States,2020-01-08,2021,R,143 min,Drama,Sample description 476,377827,84782,96.1,0.36,4148,410,1.7,78934,0.51,0.1,Tablet,1,19,United States
s477,TV Show,Wildlife Tales 477,Carlos Vega,"Actor 477, Actress 477",Japan,2023-07-16,2002,R,4 Season(s),Romance,Sample description 477,438585,109909,102.2,0.75,46663,3517,4.2,68239,0.41,0.11,Mobile,1,23,United States
s478,Movie,Wildlife Tales 478,Jane Doe,"Actor 478, Actress 478",United States,2023-06-27,2005,PG,120 min,Romance,Sample description 478,215993,24724,79.7,0.87,29635,4015,2.6,46799,0.85,0.07,TV,0,16,Japan
s479,TV Show,Wildlife Tales 479,Li Wei,"Actor 479, Actress 479",United Kingdom,2020-02-10,2000,PG-13,111 min,Drama,Sample description 479,76272,6983,59.7,0.82,20670,5775,1.2,35954,0.29,0.25,TV,0,0,India
s480,TV Show,Love in Paris 480,Carlos Vega,"Actor 480, Actress 480",India,2021-11-18,2017,R,5 Season(s),Action,Sample description 480,381565,138162,75.9,0.9,36570,7479,4.3,56843,0.7,0.02,TV,1,10,Japan
s481,Movie,Cooking Master 481,Li Wei,"Actor 481, Actress 481",United States,2021-02-05,2010,PG-13,103 min,Action,Sample description 481,48317,245426,80.0,0.76,4308,2286,1.7,69129,0.1,0.06,TV,1,19,United States
s482,Movie,Wildlife Tales 482,Fatima Khan,"Actor 482, Actress 482",Japan,2021-07-23,2000,PG-13,2 Season(s),Action,Sample description 482,307409,269297,44.5,0.84,45998,2221,2.6,68195,0.2,0.06,TV,0,6,United Kingdom
s483,TV Show,Haunted Nights 483,Fatima Khan,"Actor 483, Actress 483",Canada,2020-07-06,2013,TV-MA,4 Season(s),Comedy,Sample description 483,325716,24362,57.9,0.31,17944,4184,3.9,5004,0.28,0.02,PC,1,13,United States
s484,TV Show,The Great Escape 484,Fatima Khan,"Actor 484, Actress 484",Canada,2022-03-11,2023,TV-MA,86 min,Action,Sample description 484,67922,27449,91.4,0.99,36006,3831,4.9,97146,0.86,0.28,Mobile,1,12,United Kingdom
s485,Movie,The Great Escape 485,Carlos Vega,"Actor 485, Actress 485",India,2021-12-09,2017,TV-14,1 Season(s),Horror,Sample description 485,351915,87514,110.8,0.7,30336,7395,1.5,39617,0.56,0.05,Tablet,1,7,Japan
s486,TV Show,Haunted Nights 486,Jane Doe,"Actor 486, Actress 486",Japan,2021-04-18,2002,TV-MA,136 min,Drama,Sample description 486,189551,50243,56.3,0.44,6691,1705,2.9,1138,0.37,0.28,Mobile,0,0,Canada
s487,TV Show,Wildlife Tales 487,Jane Doe,"Actor 487, Actress 487",United Kingdom,2022-05-24,2019,PG,96 min,Horror,Sample description 487,110746,70515,69.5,0.63,26972,8533,1.8,14810,0.47,0.04,PC,0,12,Japan
s488,TV Show,Space Adventure 488,Carlos Vega,"Actor 488, Actress 488",Canada,2023-02-12,2013,R,98 min,Comedy,Sample description 488,499905,29300,110.2,0.54,37874,4878,3.9,5591,0.82,0.2,TV,0,2,India
s489,TV Show,Love in Paris 489,Li Wei,"Actor 489, Actress 489",United Kingdom,2021-01-05,2016,PG,2 Season(s),Documentary,Sample description 489,10637,169167,65.3,0.77,31363,4395,1.2,76730,0.36,0.19,TV,1,11,United Kingdom
s490,Movie,Love in Paris 490,Carlos Vega,"Actor 490, Actress 490",United States,2020-03-26,2001,TV-MA,5 Season(s),Documentary,Sample description 490,152697,239567,111.9,0.65,8863,7107,1.4,25231,0.51,0.1,PC,1,7,India
s491,TV Show,The Great Escape 491,Fatima Khan,"Actor 491, Actress 491",Canada,2020-03-14,2022,PG,149 min,Drama,Sample description 491,292184,157334,85.2,0.56,38125,5897,4.6,89407,0.26,0.12,TV,1,19,Japan
s492,TV Show,Wildlife Tales 492,Carlos Vega,"Actor 492, Actress 492",India,2023-05-01,2017,PG,2 Season(s),Comedy,Sample description 492,71098,137895,40.6,0.37,32543,2559,4.0,36239,0.21,0.22,PC,0,5,Japan
s493,TV Show,Cooking Master 493,Li Wei,"Actor 493, Actress 493",Canada,2023-08-20,2003,PG,2 Season(s),Romance,Sample description 493,387956,211045,72.6,0.79,12602,4302,5.0,35388,0.88,0.09,TV,1,14,United States
s494,Movie,Cooking Master 494,John Smith,"Actor 494, Actress 494",United States,2023-09-11,2000,PG-13,4 Season(s),Romance,Sample description 494,229792,61823,66.4,0.67,31446,941,2.5,51636,0.75,0.07,Mobile,0,22,Japan
s495,TV Show,Space Adventure 495,Carlos Vega,"Actor 495, Actress 495",Canada,2023-08-18,2000,TV-14,106 min,Documentary,Sample description 495,395991,12190,98.4,0.63,49006,7099,2.1,88726,0.53,0.22,TV,0,21,Canada
s496,Movie,Love in Paris 496,Fatima Khan,"Actor 496, Actress 496",India,2021-10-28,2000,PG-13,5 Season(s),Romance,Sample description 496,39529,285034,119.2,0.96,3029,6535,2.8,92574,0.85,0.11,TV,1,2,United Kingdom
s497,TV Show,Cooking Master 497,Li Wei,"Actor 497, Actress 497",Canada,2023-10-27,2010,PG-13,92 min,Action,Sample description 497,143762,224841,30.4,0.61,21358,3893,2.7,75742,0.42,0.02,TV,0,12,Japan
s498,Movie,Wildlife Tales 498,Li Wei,"Actor 498, Actress 498",India,2022-12-09,2017,R,4 Season(s),Documentary,Sample description 498,341248,222932,60.7,0.73,41364,7935,4.5,77385,0.16,0.15,TV,1,1,United Kingdom
s499,Movie,Wildlife Tales 499,Jane Doe,"Actor 499, Actress 499",United Kingdom,2023-05-06,2002,TV-MA,112 min,Comedy,Sample description 499,322567,270520,93.0,0.68,43468,4428,2.0,26446,0.65,0.02,TV,1,11,United Kingdom
s500,TV Show,Space Adventure 500,Carlos Vega,"Actor 500, Actress 500",Japan,2021-12-08,2008,PG,104 min,Documentary,Sample description 500,324109,92280,116.8,0.8,34811,7736,4.4,99766,0.87,0.24,Mobile,1,6,United States
